losses,accuracies
0.7100143432617188,0.44
0.6690487861633301,0.66
0.6985832452774048,0.5
0.7005748152732849,0.44
0.6629019975662231,0.66
0.7182295918464661,0.52
0.6704792976379395,0.62
0.6775566339492798,0.56
0.7106451988220215,0.56
0.6621792316436768,0.58
0.7095581293106079,0.56
0.6670546531677246,0.6
0.692025899887085,0.62
0.6639178991317749,0.64
0.7028838992118835,0.54
0.7060103416442871,0.5
0.7061042785644531,0.5
0.7025578022003174,0.56
0.7586555480957031,0.44
0.6849157810211182,0.56
0.7194302082061768,0.52
0.6907176971435547,0.52
0.6518416404724121,0.66
0.7416240572929382,0.42
0.7084800601005554,0.42
0.6804701089859009,0.56
0.6833437085151672,0.58
0.6604527831077576,0.66
0.6689575910568237,0.68
0.654642641544342,0.64
0.7078095078468323,0.46
0.692474901676178,0.62
0.7520554065704346,0.42
0.7409381866455078,0.48
0.7239030599594116,0.5
0.6844276189804077,0.48
0.6770155429840088,0.54
0.7462068200111389,0.48
0.7157401442527771,0.5
0.672329843044281,0.54
0.6812366247177124,0.54
0.6652854084968567,0.58
0.6927490234375,0.52
0.6920120716094971,0.52
0.6789942979812622,0.58
0.6613306403160095,0.58
0.6302089095115662,0.68
0.7317584753036499,0.5
0.6429656147956848,0.64
0.5949102640151978,0.74
0.6926282644271851,0.6
0.6427655816078186,0.66
0.6178160309791565,0.66
0.747743546962738,0.52
0.6787547469139099,0.62
0.6627592444419861,0.58
0.7216598987579346,0.52
0.7824907898902893,0.48
0.6988310813903809,0.58
0.658413290977478,0.58
0.7378599047660828,0.52
0.6394600868225098,0.66
0.6726205348968506,0.66
0.7557057738304138,0.44
0.693661093711853,0.6
0.6505339741706848,0.56
0.7773176431655884,0.4
0.722826361656189,0.54
0.669144868850708,0.62
0.7460711598396301,0.54
0.6531268954277039,0.62
0.7674121260643005,0.44
0.7129141092300415,0.56
0.6799739599227905,0.52
0.7174878716468811,0.56
0.7386173009872437,0.5
0.7076836228370667,0.52
0.6641997694969177,0.66
0.7308647036552429,0.5
0.7895755767822266,0.42
0.7537288069725037,0.44
0.6904940009117126,0.54
0.7588769793510437,0.44
0.6500303745269775,0.62
0.743152916431427,0.48
0.6645410060882568,0.64
0.7188724279403687,0.56
0.741128146648407,0.44
0.5826204419136047,0.72
0.7384695410728455,0.52
0.7212806940078735,0.58
0.7012448906898499,0.6
0.6161589622497559,0.68
0.7211187481880188,0.58
0.682249903678894,0.46
0.7489462494850159,0.6
0.6908217072486877,0.58
0.7016562819480896,0.52
0.7145642042160034,0.64
0.7122228741645813,0.52
0.6569560766220093,0.62
0.7103126049041748,0.6
0.6902413368225098,0.56
0.662001371383667,0.58
0.6917800307273865,0.58
0.6192108988761902,0.72
0.6793018579483032,0.58
0.6782562136650085,0.52
0.6921910643577576,0.5
0.736659824848175,0.44
0.7370765805244446,0.42
0.6905876994132996,0.48
0.6922738552093506,0.52
0.6958139538764954,0.48
0.7141371369361877,0.46
0.688860297203064,0.6
0.6714485287666321,0.62
0.7229061126708984,0.58
0.6702638864517212,0.62
0.6947934031486511,0.52
0.6971895694732666,0.48
0.6890606880187988,0.56
0.6868628859519958,0.54
0.6859666705131531,0.62
0.6974858045578003,0.58
0.7041357159614563,0.54
0.7189998030662537,0.6
0.6999269127845764,0.52
0.6618826985359192,0.64
0.6829898357391357,0.56
0.7014409899711609,0.44
0.6877793669700623,0.5
0.6884720325469971,0.46
0.6978170275688171,0.58
0.6597903966903687,0.6
0.6685766577720642,0.64
0.7132280468940735,0.44
0.685860276222229,0.58
0.6505565047264099,0.68
0.6837580800056458,0.6
0.6981272101402283,0.54
0.702420175075531,0.54
0.6400874853134155,0.64
0.6901895999908447,0.52
0.6899057030677795,0.52
0.7008920311927795,0.56
0.6423108577728271,0.68
0.662964403629303,0.58
0.6785930395126343,0.6
0.6769958734512329,0.58
0.6358946561813354,0.74
0.7153491973876953,0.6
0.7004495859146118,0.5
0.6614900827407837,0.6
0.6679873466491699,0.66
0.7194088101387024,0.54
0.8260128498077393,0.34
0.6633550524711609,0.58
0.7691064476966858,0.44
0.6423687934875488,0.64
0.7490634918212891,0.46
0.7285587191581726,0.5
0.6723655462265015,0.58
0.6848581433296204,0.56
0.6849216222763062,0.52
0.6591902375221252,0.64
0.6652761697769165,0.6
0.6494708061218262,0.62
0.6908705234527588,0.56
0.6754261255264282,0.64
0.7091326713562012,0.54
0.6668870449066162,0.58
0.7331482768058777,0.5
0.6674711108207703,0.64
0.6793379187583923,0.62
0.6477470397949219,0.66
0.6522020697593689,0.6
0.6794174909591675,0.52
0.675020158290863,0.58
0.6400129199028015,0.66
0.6510088443756104,0.62
0.6488240957260132,0.6
0.6951337456703186,0.58
0.6856158375740051,0.56
0.6257236003875732,0.64
0.6570966243743896,0.6
0.775688648223877,0.46
0.6207278370857239,0.66
0.7176350951194763,0.54
0.6504328846931458,0.62
0.6464478969573975,0.66
0.6979662179946899,0.54
0.6712632775306702,0.6
0.6874907612800598,0.54
0.6422675848007202,0.64
0.6427208185195923,0.66
0.7447300553321838,0.54
0.6825883984565735,0.58
0.6737907528877258,0.58
0.7398467063903809,0.46
0.7451049089431763,0.48
0.6385719180107117,0.66
0.6343861222267151,0.66
0.6625897884368896,0.54
0.6238697171211243,0.64
0.6633726358413696,0.64
0.6715693473815918,0.56
0.672874927520752,0.62
0.6459253430366516,0.68
0.7672469615936279,0.46
0.6583442091941833,0.62
0.6677635908126831,0.58
0.6876294016838074,0.54
0.7318539619445801,0.54
0.6378317475318909,0.64
0.6676141619682312,0.68
0.7062203288078308,0.6
0.6474372744560242,0.66
0.6505737900733948,0.6
0.6845334768295288,0.46
0.7345628142356873,0.5
0.6647254228591919,0.64
0.5856560468673706,0.68
0.650209903717041,0.64
0.6944173574447632,0.52
0.6387854218482971,0.64
0.6416290402412415,0.56
0.6686853170394897,0.62
0.6593684554100037,0.6
0.7166341543197632,0.5
0.6719684600830078,0.62
0.6512522101402283,0.64
0.6564895510673523,0.6
0.7378384470939636,0.54
0.7406733632087708,0.5
0.6526773571968079,0.6
0.6474695801734924,0.62
0.623811662197113,0.64
0.6212558150291443,0.74
